,date,ride_starting_time,origin,destination,total_price_brl,dynamic_price,distance_in_meters,duration_in_seconds,data_time_merged,parsed_datatime,raw_ride_price,profit
182,"Thursday, June 29th, 2023",07:30,Belvedere, Jardim Paulista,11.46,0.0,5300, 668,"Thursday, June 29th, 2023 07:30",2023-06-29 07:30:00,1.6225438596491228,9.837456140350877
183,"Thursday, June 29th, 2023",07:39,Jardim America, Redentora,10.07,0.0,4600, 954,"Thursday, June 29th, 2023 07:39",2023-06-29 07:39:00,1.4082456140350876,8.661754385964912
184,"Thursday, June 29th, 2023",08:33,Jardim Sonia, Vila Nossa Senhora da Paz,9.12,0.0,4700, 742,"Thursday, June 29th, 2023 08:33",2023-06-29 08:33:00,1.4388596491228072,7.681140350877192
185,"Thursday, June 29th, 2023",10:20,Higienopolis, Vila Angelica,10.92,0.0,4900, 836,"Thursday, June 29th, 2023 10:20",2023-06-29 10:20:00,1.5000877192982458,9.419912280701753
186,"Thursday, June 29th, 2023",11:33,Jardim Walkiria, Vila Sinibaldi,5.66,0.0,2100, 314,"Thursday, June 29th, 2023 11:33",2023-06-29 11:33:00,0.6428947368421053,5.0171052631578945
187,"Thursday, June 29th, 2023",11:47,Jardim Walkiria, Vila Sinibaldi,6.16,0.0,2300, 420,"Thursday, June 29th, 2023 11:47",2023-06-29 11:47:00,0.7041228070175438,5.455877192982456
188,"Thursday, June 29th, 2023",12:03,Jardim Maracana, Centro,10.56,0.0,4200, 819,"Thursday, June 29th, 2023 12:03",2023-06-29 12:03:00,1.2857894736842106,9.27421052631579
189,"Thursday, June 29th, 2023",12:23,Parque Celeste, Jardim Santa Luzia,8.29,0.0,3300, 619,"Thursday, June 29th, 2023 12:23",2023-06-29 12:23:00,1.010263157894737,7.279736842105262
190,"Thursday, June 29th, 2023",15:08,Jardim Marajo, Higienopolis,20.01,0.0,11600, 1004,"Thursday, June 29th, 2023 15:08",2023-06-29 15:08:00,3.551228070175439,16.458771929824564
191,"Thursday, June 29th, 2023",15:35,Redentora, Jardim Nazareth,13.92,0.0,6800, 1070,"Thursday, June 29th, 2023 15:35",2023-06-29 15:35:00,2.0817543859649126,11.838245614035088
192,"Thursday, June 29th, 2023",16:05,Vila Elvira, Vila Boa Esperança,14.24,0.0,4600, 736,"Thursday, June 29th, 2023 16:05",2023-06-29 16:05:00,1.4082456140350876,12.831754385964913
193,"Thursday, June 29th, 2023",17:00,Parque Quinta das Paineiras, Jardim Morumbi,10.45,0.0,5000, 682,"Thursday, June 29th, 2023 17:00",2023-06-29 17:00:00,1.5307017543859651,8.919298245614034
194,"Thursday, June 29th, 2023",17:07,Jardim Morumbi, Parque Residencial Maria Zorita,16.29,0.0,7400, 1398,"Thursday, June 29th, 2023 17:07",2023-06-29 17:07:00,2.2654385964912285,14.02456140350877
195,"Thursday, June 29th, 2023",17:48,Jardim Canaa, Centro,6.74,0.0,2900, 561,"Thursday, June 29th, 2023 17:48",2023-06-29 17:48:00,0.8878070175438597,5.85219298245614
196,"Thursday, June 29th, 2023",18:00,Vila Bancarios, Vila Toninho,17.47,0.0,10200, 1633,"Thursday, June 29th, 2023 18:00",2023-06-29 18:00:00,3.1226315789473684,14.34736842105263
197,"Friday, June 30th, 2023",07:05,Estância Nossa Sra. de Fátima, Jardim Maracana,23.75,0.0,16900, 1606,"Friday, June 30th, 2023 07:05",2023-06-30 07:05:00,5.173771929824562,18.57622807017544
198,"Friday, June 30th, 2023",07:45,Higienopolis, Jardim Urano,6.39,0.0,2600, 415,"Friday, June 30th, 2023 07:45",2023-06-30 07:45:00,0.7959649122807019,5.5940350877192975
199,"Friday, June 30th, 2023",07:52,Jardim Urano, Vila Bom Jesus,6.85,0.0,2700, 576,"Friday, June 30th, 2023 07:52",2023-06-30 07:52:00,0.8265789473684212,6.023421052631578
200,"Friday, June 30th, 2023",08:15,Parque Estoril, Parque Estoril,5.51,0.0,1500, 269,"Friday, June 30th, 2023 08:15",2023-06-30 08:15:00,0.4592105263157895,5.05078947368421
201,"Friday, June 30th, 2023",08:23,Vila Nosso Senhor do Bonfim, Centro,9.07,0.0,3900, 805,"Friday, June 30th, 2023 08:23",2023-06-30 08:23:00,1.1939473684210526,7.876052631578948
202,"Friday, June 30th, 2023",08:40,Vila Anchieta, Centro,8.08,0.0,3300, 579,"Friday, June 30th, 2023 08:40",2023-06-30 08:40:00,1.010263157894737,7.069736842105263
203,"Friday, June 30th, 2023",09:33,Roseiral, Jardim Maracana,12.14,0.0,6300, 622,"Friday, June 30th, 2023 09:33",2023-06-30 09:33:00,1.928684210526316,10.211315789473684
204,"Friday, June 30th, 2023",10:33,Vila Sao Jose, Bela Vista,24.18,0.0,12900, 1881,"Friday, June 30th, 2023 10:33",2023-06-30 10:33:00,3.94921052631579,20.23078947368421
205,"Friday, June 30th, 2023",11:31,Vila Imperial, Vila Ercilia,7.29,0.0,2700, 537,"Friday, June 30th, 2023 11:31",2023-06-30 11:31:00,0.8265789473684212,6.4634210526315785
206,"Friday, June 30th, 2023",11:40,Vila Santa Cruz, Boa Vista,6.61,0.0,2700, 484,"Friday, June 30th, 2023 11:40",2023-06-30 11:40:00,0.8265789473684212,5.783421052631579
207,"Friday, June 30th, 2023",11:54,Parque Industrial, Vila Bancarios,7.83,0.0,2800, 608,"Friday, June 30th, 2023 11:54",2023-06-30 11:54:00,0.8571929824561404,6.972807017543859
208,"Friday, June 30th, 2023",12:07,Vila Bancarios, Vila Curti,5.51,0.0,1600, 345,"Friday, June 30th, 2023 12:07",2023-06-30 12:07:00,0.48982456140350883,5.020175438596491
209,"Friday, June 30th, 2023",12:20,Jardim Maria Candida, Vila Santa Cruz,11.03,0.0,5000, 973,"Friday, June 30th, 2023 12:20",2023-06-30 12:20:00,1.5307017543859651,9.499298245614034
210,"Friday, June 30th, 2023",14:20,Parque Estoril, Vila Sinibaldi,5.51,0.0,1100, 215,"Friday, June 30th, 2023 14:20",2023-06-30 14:20:00,0.33675438596491236,5.173245614035087
211,"Friday, June 30th, 2023",14:28,Jardim Europa, Boa Vista,8.12,0.0,3100, 502,"Friday, June 30th, 2023 14:28",2023-06-30 14:28:00,0.9490350877192983,7.1709649122807
212,"Friday, June 30th, 2023",16:14,Chacara Municipal, Parque Residencial Romano Calil,13.86,0.0,6200, 737,"Friday, June 30th, 2023 16:14",2023-06-30 16:14:00,1.8980701754385967,11.961929824561402
213,"Friday, June 30th, 2023",16:46,Vila Sao Judas Tadeu, Jardim Soraia,7.56,2.0,1400, 254,"Friday, June 30th, 2023 16:46",2023-06-30 16:46:00,0.4285964912280702,7.131403508771929
214,"Friday, June 30th, 2023",17:00,Vila Redentora, Lauriano Tebar,11.99,2.25,3300, 747,"Friday, June 30th, 2023 17:00",2023-06-30 17:00:00,1.010263157894737,10.979736842105263
215,"Friday, June 30th, 2023",17:18,Santos Dumont, Centro,8.96,0.0,2300, 507,"Friday, June 30th, 2023 17:18",2023-06-30 17:18:00,0.7041228070175438,8.255877192982457
216,"Friday, June 30th, 2023",17:31,Vila Redentora, Bom Jardim,6.32,0.0,2300, 546,"Friday, June 30th, 2023 17:31",2023-06-30 17:31:00,0.7041228070175438,5.615877192982456
217,"Friday, June 30th, 2023",17:47,Bom Jardim, Jardim Walkiria,7.26,1.75,1000, 277,"Friday, June 30th, 2023 17:47",2023-06-30 17:47:00,0.306140350877193,6.953859649122807
218,"Friday, June 30th, 2023",17:50,Boa Vista, Vila Sao Jose,9.25,1.5,4000, 642,"Friday, June 30th, 2023 17:50",2023-06-30 17:50:00,1.224561403508772,8.025438596491227
219,"Friday, June 30th, 2023",18:06,Nova Redentora, Jardim Maracana,11.27,5.5,2000, 535,"Friday, June 30th, 2023 18:06",2023-06-30 18:06:00,0.612280701754386,10.657719298245613
220,"Friday, June 30th, 2023",18:15,Parque Tecnológico, Vila Sao Jose,11.13,1.25,4700, 579,"Friday, June 30th, 2023 18:15",2023-06-30 18:15:00,1.4388596491228072,9.691140350877193
